New ID,Vendor,Charge_Date,Cardholder_Agency,PC_Number,Billing_Amount
219380,AMAZON,3/12/2023,Transportation and Infrastructure,PC-168691,5.86
219380,AMAZON,3/8/2023,Transportation and Infrastructure,PC-100317,94.69
219380,AMAZON,4/27/2023,Transportation and Infrastructure,PC-163360,127.45
113994,AMAZON,8/13/2023,Transportation and Infrastructure,PC-162836,463.99
219380,AMAZON,4/27/2023,Transportation and Infrastructure,PC-132530,685.59
219380,AMAZON,4/25/2023,Transportation and Infrastructure,PC-275419,22.07
219380,AMAZON,4/25/2023,Transportation and Infrastructure,PC-189334,460.36
219380,SQUARE,1/6/2023,Transportation and Infrastructure,PC-237577,250
113994,AMAZON,5/29/2023,Transportation and Infrastructure,PC-227940,46.51
219380,AMAZON,9/21/2023,Transportation and Infrastructure,PC-128728,21.75
100848,AMAZON,9/11/2023,Transportation and Infrastructure,PC-276666,239.8
100848,AMAZON,9/19/2023,Transportation and Infrastructure,PC-112944,62.31
100848,AMAZON,9/20/2023,Transportation and Infrastructure,PC-189593,46.49
248912,AMAZON,9/4/2023,Transportation and Infrastructure,PC-108048,67.3
248912,AMAZON,9/14/2023,Transportation and Infrastructure,PC-232131,131.8
248912,AMAZON,9/8/2023,Transportation and Infrastructure,PC-232131,131.8
219380,AMAZON,9/20/2023,Transportation and Infrastructure,PC-154221,22.33
219380,AMAZON,9/20/2023,Transportation and Infrastructure,PC-257923,10.8
219380,AMAZON,9/24/2023,Transportation and Infrastructure,PC-231293,662.46
113994,AMAZON,10/11/2023,Transportation and Infrastructure,PC-169839,47.51
100848,AMAZON,4/15/2023,Transportation and Infrastructure,PC-246631,-39.98
100848,AMAZON,4/12/2023,Transportation and Infrastructure,PC-108976,-169.53
100848,AMAZON,4/12/2023,Transportation and Infrastructure,PC-182251,-34.73
100848,AMAZON,4/12/2023,Transportation and Infrastructure,PC-196731,484.59
100848,AMAZON,4/12/2023,Transportation and Infrastructure,PC-268224,273.12
100848,AMAZON,9/11/2023,Transportation and Infrastructure,PC-294811,467.02
113994,AMAZON,9/15/2023,Transportation and Infrastructure,PC-245080,50.4
113994,AMAZON,9/17/2023,Transportation and Infrastructure,PC-200032,636.06
113994,AMAZON,9/14/2023,Transportation and Infrastructure,PC-121642,70.2
219380,AMAZON,4/25/2023,Transportation and Infrastructure,PC-111135,36.72
113994,PAYPAL,8/30/2023,Transportation and Infrastructure,PC-164002,1548.75
219380,AMAZON,4/25/2023,Transportation and Infrastructure,PC-164012,193.45
219380,AMAZON,4/24/2023,Transportation and Infrastructure,PC-242553,23.97
100848,AMAZON,9/11/2023,Transportation and Infrastructure,PC-207788,315.31
113994,AMAZON,9/15/2023,Transportation and Infrastructure,PC-284524,140.23
100848,AMAZON,3/14/2023,Transportation and Infrastructure,PC-237992,1102.43
219380,AMAZON,4/23/2023,Transportation and Infrastructure,PC-112301,26.13
113994,AMAZON,4/24/2023,Transportation and Infrastructure,PC-228053,68.08
113994,AMAZON,4/24/2023,Transportation and Infrastructure,PC-104008,80.48
113994,AMAZON,4/26/2023,Transportation and Infrastructure,PC-104008,53.86
100848,AMAZON,6/1/2023,Transportation and Infrastructure,PC-130814,223.12
100848,AMAZON,6/8/2023,Transportation and Infrastructure,PC-223027,123.92
113994,AMAZON,6/4/2023,Transportation and Infrastructure,PC-288756,76.98
100848,AMAZON,6/7/2023,Transportation and Infrastructure,PC-196299,232.99
100848,AMAZON,5/18/2023,Transportation and Infrastructure,PC-127165,22.24
257266,AMAZON,5/1/2023,Transportation and Infrastructure,PC-177427,66.09
100848,AMAZON,6/14/2023,Transportation and Infrastructure,PC-141469,52.86
100848,AMAZON,2/8/2023,Transportation and Infrastructure,PC-121258,3.45
113994,AMAZON,6/4/2023,Transportation and Infrastructure,PC-128144,68.87
113994,AMAZON,6/23/2023,Transportation and Infrastructure,PC-111901,179.87
113994,AMAZON,6/26/2023,Transportation and Infrastructure,PC-215726,31.66
113994,AMAZON,6/23/2023,Transportation and Infrastructure,PC-130615,44.99
100848,AMAZON,6/22/2023,Transportation and Infrastructure,PC-154746,26.87
100848,AMAZON,6/19/2023,Transportation and Infrastructure,PC-268810,1145.95
100848,AMAZON,5/13/2023,Transportation and Infrastructure,PC-125026,346.42
219380,AMAZON,2/13/2023,Transportation and Infrastructure,PC-117608,831.54
100848,AMAZON,6/19/2023,Transportation and Infrastructure,PC-188107,822.05
100848,AMAZON,6/21/2023,Transportation and Infrastructure,PC-153948,569
100848,AMAZON,6/21/2023,Transportation and Infrastructure,PC-231162,369.9
100848,AMAZON,6/21/2023,Transportation and Infrastructure,PC-218031,75.99
100848,AMAZON,6/20/2023,Transportation and Infrastructure,PC-162316,445
113994,PAYPAL,5/24/2023,Transportation and Infrastructure,PC-243183,1446
100848,AMAZON,2/21/2023,Transportation and Infrastructure,PC-194840,802.67
100848,AMAZON,5/22/2023,Transportation and Infrastructure,PC-163826,409.53
100848,AMAZON,5/23/2023,Transportation and Infrastructure,PC-253507,53.51
113994,AMAZON,5/31/2023,Transportation and Infrastructure,PC-210135,27.71
100848,AMAZON,5/25/2023,Transportation and Infrastructure,PC-212593,10.41
100848,AMAZON,5/26/2023,Transportation and Infrastructure,PC-201259,9.59
100848,AMAZON,5/26/2023,Transportation and Infrastructure,PC-168555,69.05
100848,AMAZON,5/23/2023,Transportation and Infrastructure,PC-163655,70.47
100848,AMAZON,5/23/2023,Transportation and Infrastructure,PC-128587,261.78
100848,AMAZON,5/24/2023,Transportation and Infrastructure,PC-275116,989.06
100848,AMAZON,5/22/2023,Transportation and Infrastructure,PC-107252,160.93
100848,AMAZON,5/24/2023,Transportation and Infrastructure,PC-119363,242.79
100848,AMAZON,5/23/2023,Transportation and Infrastructure,PC-206512,173.09
113994,AMAZON,5/28/2023,Transportation and Infrastructure,PC-171037,269.65
113994,AMAZON,5/24/2023,Transportation and Infrastructure,PC-192173,1236.51
100848,AMAZON,5/18/2023,Transportation and Infrastructure,PC-201070,52.18
100848,AMAZON,2/18/2023,Transportation and Infrastructure,PC-204744,249.9
100848,AMAZON,5/18/2023,Transportation and Infrastructure,PC-207416,144.85
100848,AMAZON,2/18/2023,Transportation and Infrastructure,PC-129509,34.1
100848,AMAZON,5/20/2023,Transportation and Infrastructure,PC-241845,329.5
100848,AMAZON,5/22/2023,Transportation and Infrastructure,PC-291197,37.99
100848,AMAZON,5/24/2023,Transportation and Infrastructure,PC-147980,108.62
100848,AMAZON,5/28/2023,Transportation and Infrastructure,PC-270478,74.82
219380,AMAZON,6/2/2023,Transportation and Infrastructure,PC-158025,-44.54
258870,PAYPAL,2/22/2023,Transportation and Infrastructure,PC-152625,200
219380,AMAZON,6/2/2023,Transportation and Infrastructure,PC-264465,-44.54
258870,AMAZON,1/25/2023,Transportation and Infrastructure,PC-152625,149.95
100848,AMAZON,5/26/2023,Transportation and Infrastructure,PC-124479,7.29
100848,AMAZON,5/31/2023,Transportation and Infrastructure,PC-257958,426.48
100848,AMAZON,5/30/2023,Transportation and Infrastructure,PC-125468,14.99
100848,AMAZON,2/20/2023,Transportation and Infrastructure,PC-267014,6.99
100848,AMAZON,2/19/2023,Transportation and Infrastructure,PC-234809,124.95
100848,AMAZON,2/19/2023,Transportation and Infrastructure,PC-182495,158.34
100848,AMAZON,2/22/2023,Transportation and Infrastructure,PC-285573,80.13
100848,AMAZON,2/15/2023,Transportation and Infrastructure,PC-168085,1385.13
258870,PAYPAL,2/22/2023,Transportation and Infrastructure,PC-152625,550
258870,AMAZON,1/30/2023,Transportation and Infrastructure,PC-152625,42.56
258870,AMAZON,1/25/2023,Transportation and Infrastructure,PC-152625,231.64
258870,AMAZON,1/25/2023,Transportation and Infrastructure,PC-152625,22.99
100848,AMAZON,6/25/2023,Transportation and Infrastructure,PC-186144,790.1
100848,AMAZON,6/26/2023,Transportation and Infrastructure,PC-285390,20.87
100848,AMAZON,6/26/2023,Transportation and Infrastructure,PC-163007,152.88
100848,AMAZON,6/27/2023,Transportation and Infrastructure,PC-202677,90.99
100848,AMAZON,6/28/2023,Transportation and Infrastructure,PC-183910,560.24
219380,AMAZON,5/6/2023,Transportation and Infrastructure,PC-289262,-44.55
219380,AMAZON,5/6/2023,Transportation and Infrastructure,PC-289262,-44.54
100848,AMAZON,6/25/2023,Transportation and Infrastructure,PC-190507,70.48
100848,AMAZON,6/22/2023,Transportation and Infrastructure,PC-178945,12.49
100848,AMAZON,6/22/2023,Transportation and Infrastructure,PC-265818,50.36
100848,AMAZON,6/23/2023,Transportation and Infrastructure,PC-171950,49.48
100848,AMAZON,6/24/2023,Transportation and Infrastructure,PC-184496,38.57
100848,AMAZON,6/25/2023,Transportation and Infrastructure,PC-293032,23.26
219380,AMAZON,5/6/2023,Transportation and Infrastructure,PC-289262,-44.54
219380,AMAZON,5/6/2023,Transportation and Infrastructure,PC-289262,-44.54
100848,AMAZON,7/19/2023,Transportation and Infrastructure,PC-272689,34.63
100848,AMAZON,5/2/2023,Transportation and Infrastructure,PC-114735,348.99
100848,AMAZON,5/2/2023,Transportation and Infrastructure,PC-288397,690.69
100848,AMAZON,5/3/2023,Transportation and Infrastructure,PC-180021,184.17
100848,AMAZON,5/2/2023,Transportation and Infrastructure,PC-171739,304.03
100848,AMAZON,5/1/2023,Transportation and Infrastructure,PC-171283,160.32
219380,AMAZON,5/6/2023,Transportation and Infrastructure,PC-289262,-44.54
100848,AMAZON,5/6/2023,Transportation and Infrastructure,PC-272855,-23.05
219380,AMAZON,5/8/2023,Transportation and Infrastructure,PC-289262,-30.29
219380,AMAZON,5/8/2023,Transportation and Infrastructure,PC-289262,-30.29
219380,AMAZON,5/8/2023,Transportation and Infrastructure,PC-289262,-30.28
219380,AMAZON,5/8/2023,Transportation and Infrastructure,PC-289262,-121.15
219380,AMAZON,5/4/2023,Transportation and Infrastructure,PC-213469,-84.1
219380,AMAZON,5/6/2023,Transportation and Infrastructure,PC-213469,-81.15
219380,AMAZON,5/4/2023,Transportation and Infrastructure,PC-234238,-210.79
219380,AMAZON,5/12/2023,Transportation and Infrastructure,PC-162887,-776.49
219380,AMAZON,5/9/2023,Transportation and Infrastructure,PC-232865,776.49
219380,AMAZON,3/7/2023,Transportation and Infrastructure,PC-172861,37.99
219380,AMAZON,4/29/2023,Transportation and Infrastructure,PC-136880,203.74
219380,AMAZON,5/11/2023,Transportation and Infrastructure,PC-275965,-151.42
100848,AMAZON,5/6/2023,Transportation and Infrastructure,PC-153143,-46.11
113994,AMAZON,5/19/2023,Transportation and Infrastructure,PC-206081,22.59
113994,AMAZON,5/12/2023,Transportation and Infrastructure,PC-144494,22.42
219380,AMAZON,6/28/2023,Transportation and Infrastructure,PC-121992,141.67
100848,AMAZON,5/7/2023,Transportation and Infrastructure,PC-279446,929.25
100848,AMAZON,2/7/2023,Transportation and Infrastructure,PC-278257,101.82
100848,AMAZON,2/7/2023,Transportation and Infrastructure,PC-284748,121.19
100848,AMAZON,2/7/2023,Transportation and Infrastructure,PC-217275,259.87
100848,AMAZON,2/6/2023,Transportation and Infrastructure,PC-201829,338.47
100848,AMAZON,2/5/2023,Transportation and Infrastructure,PC-172347,252.72
100848,AMAZON,5/5/2023,Transportation and Infrastructure,PC-238698,621.27
113994,AMAZON,5/17/2023,Transportation and Infrastructure,PC-269849,73.22
219380,AMAZON,5/10/2023,Transportation and Infrastructure,PC-275965,-30.28
219380,AMAZON,5/11/2023,Transportation and Infrastructure,PC-275965,-30.28
100848,AMAZON,6/28/2023,Transportation and Infrastructure,PC-169654,7.9
100848,AMAZON,6/28/2023,Transportation and Infrastructure,PC-297786,351.34
100848,AMAZON,6/27/2023,Transportation and Infrastructure,PC-181852,32.64
258870,AMAZON,5/20/2023,Transportation and Infrastructure,PC-170509,9.89
219380,AMAZON,6/26/2023,Transportation and Infrastructure,PC-121992,89.43
219380,AMAZON,6/23/2023,Transportation and Infrastructure,PC-121992,15.85
219380,AMAZON,6/24/2023,Transportation and Infrastructure,PC-121992,40.15
113994,AMAZON,5/16/2023,Transportation and Infrastructure,PC-260200,39.64
113994,AMAZON,5/16/2023,Transportation and Infrastructure,PC-297140,128.26
113994,AMAZON,5/16/2023,Transportation and Infrastructure,PC-125855,190.94
113994,AMAZON,5/17/2023,Transportation and Infrastructure,PC-276384,21.85
219380,AMAZON,6/23/2023,Transportation and Infrastructure,PC-121992,36.1
258870,AMAZON,3/7/2023,Transportation and Infrastructure,PC-105332,10.95
258870,AMAZON,3/6/2023,Transportation and Infrastructure,PC-105332,11.12
258870,AMAZON,4/5/2023,Transportation and Infrastructure,PC-105332,11.99
100848,AMAZON,11/30/2023,Transportation and Infrastructure,PC-298699,19.08
100848,AMAZON,11/29/2023,Transportation and Infrastructure,PC-186432,136.15
100848,AMAZON,11/30/2023,Transportation and Infrastructure,PC-270338,9.15
100848,AMAZON,12/7/2023,Transportation and Infrastructure,PC-278840,9.75
100848,AMAZON,12/8/2023,Transportation and Infrastructure,PC-124435,5.93
100848,AMAZON,12/6/2023,Transportation and Infrastructure,PC-255655,210.64
100848,AMAZON,12/8/2023,Transportation and Infrastructure,PC-155298,249.41
100848,AMAZON,12/8/2023,Transportation and Infrastructure,PC-282251,20.27
100848,AMAZON,12/8/2023,Transportation and Infrastructure,PC-166474,70.66
100848,AMAZON,12/1/2023,Transportation and Infrastructure,PC-254045,92.33
100848,AMAZON,12/4/2023,Transportation and Infrastructure,PC-280987,671.32
100848,AMAZON,12/4/2023,Transportation and Infrastructure,PC-136492,1257.05
100848,AMAZON,12/7/2023,Transportation and Infrastructure,PC-231026,91.7
258870,AMAZON,3/5/2023,Transportation and Infrastructure,PC-105332,9.89
258870,AMAZON,3/4/2023,Transportation and Infrastructure,PC-105332,49.73
258870,AMAZON,3/7/2023,Transportation and Infrastructure,PC-105332,35.63
258870,AMAZON,3/7/2023,Transportation and Infrastructure,PC-105332,213.36
258870,AMAZON,3/3/2023,Transportation and Infrastructure,PC-105332,204.71
258870,AMAZON,3/6/2023,Transportation and Infrastructure,PC-105332,14.59
219380,AMAZON,4/3/2023,Transportation and Infrastructure,PC-242641,82.02
100848,AMAZON,11/14/2023,Transportation and Infrastructure,PC-159713,46.84
100848,AMAZON,11/14/2023,Transportation and Infrastructure,PC-222175,46.85
100848,AMAZON,11/14/2023,Transportation and Infrastructure,PC-297940,107.76
100848,AMAZON,11/14/2023,Transportation and Infrastructure,PC-120809,46.84
219380,AMAZON,3/31/2023,Transportation and Infrastructure,PC-183800,685.5
248912,AMAZON,12/20/2023,Transportation and Infrastructure,PC-199235,99.98
113994,PAYPAL,12/14/2023,Transportation and Infrastructure,PC-267248,510
100848,AMAZON,12/7/2023,Transportation and Infrastructure,PC-173306,10.49
248912,AMAZON,12/13/2023,Transportation and Infrastructure,PC-120922,180.03
100848,AMAZON,12/11/2023,Transportation and Infrastructure,PC-137574,462.39
248912,AMAZON,12/12/2023,Transportation and Infrastructure,PC-127387,26.91
190820,AMAZON,12/14/2023,Transportation and Infrastructure,PC-274399,137.26
190820,AMAZON,12/14/2023,Transportation and Infrastructure,PC-274399,37.28
100848,AMAZON,12/8/2023,Transportation and Infrastructure,PC-221480,70.66
100848,AMAZON,12/8/2023,Transportation and Infrastructure,PC-220959,23.2
100848,AMAZON,12/9/2023,Transportation and Infrastructure,PC-111112,78.87
100848,AMAZON,12/10/2023,Transportation and Infrastructure,PC-213459,35.98
100848,AMAZON,12/10/2023,Transportation and Infrastructure,PC-185305,47.15
100848,AMAZON,12/11/2023,Transportation and Infrastructure,PC-228881,140.53
248912,AMAZON,12/12/2023,Transportation and Infrastructure,PC-165758,25.95
100848,AMAZON,12/11/2023,Transportation and Infrastructure,PC-250846,58.15
248912,AMAZON,12/13/2023,Transportation and Infrastructure,PC-101977,425.41
100848,AMAZON,3/20/2023,Transportation and Infrastructure,PC-216020,346.65
100848,AMAZON,3/25/2023,Transportation and Infrastructure,PC-112518,86.31
100848,AMAZON,12/11/2023,Transportation and Infrastructure,PC-155026,33.43
100848,AMAZON,3/29/2023,Transportation and Infrastructure,PC-182450,1920.79
100848,AMAZON,3/28/2023,Transportation and Infrastructure,PC-221711,67.12
100848,AMAZON,3/28/2023,Transportation and Infrastructure,PC-265698,215.84
100848,AMAZON,3/29/2023,Transportation and Infrastructure,PC-242235,434.26
100848,AMAZON,3/27/2023,Transportation and Infrastructure,PC-127614,514.89
100848,AMAZON,3/26/2023,Transportation and Infrastructure,PC-287925,222.62
258870,AMAZON,10/13/2023,Transportation and Infrastructure,PC-264265,14.89
258870,AMAZON,10/13/2023,Transportation and Infrastructure,PC-264265,11.99
258870,AMAZON,10/13/2023,Transportation and Infrastructure,PC-264265,14.99
258870,AMAZON,10/13/2023,Transportation and Infrastructure,PC-264265,77.9
100848,AMAZON,3/15/2023,Transportation and Infrastructure,PC-283762,781.94
100848,AMAZON,3/15/2023,Transportation and Infrastructure,PC-129726,237.9
100848,AMAZON,4/7/2023,Transportation and Infrastructure,PC-177126,-189.92
258870,AMAZON,10/16/2023,Transportation and Infrastructure,PC-264265,350.19
258870,AMAZON,10/13/2023,Transportation and Infrastructure,PC-264265,69.63
258870,AMAZON,10/16/2023,Transportation and Infrastructure,PC-264265,49.85
100848,AMAZON,4/11/2023,Transportation and Infrastructure,PC-256443,153.63
100848,AMAZON,11/13/2023,Transportation and Infrastructure,PC-237891,69.99
100848,AMAZON,4/10/2023,Transportation and Infrastructure,PC-194510,948.42
219380,AMAZON,11/16/2023,Transportation and Infrastructure,PC-157611,129.78
219380,AMAZON,10/11/2023,Transportation and Infrastructure,PC-275003,64.1
100848,AMAZON,3/17/2023,Transportation and Infrastructure,PC-122656,85.9
219380,AMAZON,10/16/2023,Transportation and Infrastructure,PC-230467,27.7
219380,AMAZON,10/17/2023,Transportation and Infrastructure,PC-293857,142.44
100848,AMAZON,10/30/2023,Transportation and Infrastructure,PC-298665,199.87
100848,AMAZON,10/30/2023,Transportation and Infrastructure,PC-131414,48.43
219380,AMAZON,4/5/2023,Transportation and Infrastructure,PC-120773,159
100848,AMAZON,4/7/2023,Transportation and Infrastructure,PC-106557,-34.75
100848,AMAZON,4/7/2023,Transportation and Infrastructure,PC-202397,-127.59
219380,AMAZON,10/16/2023,Transportation and Infrastructure,PC-130175,197.7
226649,SQUARE,3/7/2023,Mayor's Office,PC-287906,508.35
144314,AMAZON,2/24/2023,Mayor's Office,PC-249377,96.14
226649,SQUARE,5/2/2023,Mayor's Office,PC-152135,253.45
162598,SQUARE,3/10/2023,Mayor's Office,PC-153768,900
226649,AMAZON,5/8/2023,Mayor's Office,PC-107350,233.46
226649,SQUARE,2/27/2023,Mayor's Office,PC-128448,540.5
226649,AMAZON,3/12/2023,Mayor's Office,PC-254631,18.99
226649,AMAZON,3/14/2023,Mayor's Office,PC-254631,20.45
226649,SQUARE,4/26/2023,Mayor's Office,PC-243245,253.45
226649,AMAZON,5/9/2023,Mayor's Office,PC-285867,121.06
144314,AMAZON,2/12/2023,Mayor's Office,PC-249377,44.99
144314,AMAZON,3/27/2023,Mayor's Office,PC-187938,24.99
226649,SQUARE,3/3/2023,Mayor's Office,PC-267220,732.36
144314,AMAZON,5/9/2023,Mayor's Office,PC-230404,2.59
226649,PAYPAL,2/3/2023,Mayor's Office,PC-123547,125
223811,SQUARE,7/10/2023,Mayor's Office,PC-127662,261
