New ID,Vendor,Charge_Date,Cardholder_Agency,PC_Number,Billing_Amount
186870,AMAZON,12/15/2023,Public Health,PC-155305,16.65
186870,AMAZON,12/13/2023,Public Health,PC-155305,43.98
186870,AMAZON,11/8/2023,Public Health,PC-253991,20.78
200223,AMAZON,5/17/2023,Public Health,PC-225188,71.44
273733,AMAZON,2/12/2023,Public Health,PC-232023,64.35
273733,AMAZON,2/11/2023,Public Health,PC-244959,222.04
273733,AMAZON,4/10/2023,Public Health,PC-220748,304.98
273733,AMAZON,1/29/2023,Public Health,PC-175344,70.76
273733,AMAZON,1/28/2023,Public Health,PC-120682,234.43
273733,AMAZON,2/7/2023,Public Health,PC-207584,27.71
186870,AMAZON,12/13/2023,Public Health,PC-155305,70.08
273733,AMAZON,6/15/2023,Public Health,PC-275874,591.62
237707,AMAZON,3/19/2023,Public Health,PC-144169,169.09
237707,AMAZON,3/20/2023,Public Health,PC-144169,153.72
237707,AMAZON,3/23/2023,Public Health,PC-144169,14.97
237707,AMAZON,3/19/2023,Public Health,PC-144169,13.85
186870,AMAZON,10/8/2023,Public Health,PC-217783,121.77
237707,AMAZON,8/13/2023,Public Health,PC-236668,25.27
273733,AMAZON,9/14/2023,Public Health,PC-111578,34.14
273733,AMAZON,6/18/2023,Public Health,PC-233457,174.37
273733,AMAZON,9/26/2023,Public Health,PC-139189,89.95
273733,AMAZON,9/19/2023,Public Health,PC-157284,149.37
237707,AMAZON,5/9/2023,Public Health,PC-168036,623.56
237707,AMAZON,5/7/2023,Public Health,PC-168036,496.57
273733,AMAZON,2/21/2023,Public Health,PC-285258,47.44
273733,AMAZON,1/22/2023,Public Health,PC-177445,29.99
273733,AMAZON,1/22/2023,Public Health,PC-108541,8.88
237707,AMAZON,5/9/2023,Public Health,PC-168036,437.77
186870,AMAZON,9/23/2023,Public Health,PC-294761,19.79
186870,AMAZON,9/23/2023,Public Health,PC-294761,23.75
273733,AMAZON,7/10/2023,Public Health,PC-155539,10.04
273733,AMAZON,7/13/2023,Public Health,PC-105429,197.8
273733,AMAZON,6/28/2023,Public Health,PC-287011,14.84
237707,AMAZON,6/3/2023,Public Health,PC-168036,354.71
273733,AMAZON,7/10/2023,Public Health,PC-190543,50.46
237707,AMAZON,5/13/2023,Public Health,PC-168036,299.9
273733,AMAZON,7/10/2023,Public Health,PC-101288,43.76
200223,AMAZON,2/24/2023,Public Health,PC-285150,10.99
200223,AMAZON,2/24/2023,Public Health,PC-285150,169.11
200223,AMAZON,5/17/2023,Public Health,PC-293799,3.01
200223,AMAZON,5/17/2023,Public Health,PC-293799,3.01
112744,AMAZON,3/26/2023,Public Health,PC-269343,940.36
186870,AMAZON,10/16/2023,Public Health,PC-293106,509.99
112744,AMAZON,3/24/2023,Public Health,PC-269343,514.72
186870,AMAZON,10/30/2023,Public Health,PC-293106,59.8
186870,AMAZON,10/19/2023,Public Health,PC-293106,499.95
186870,AMAZON,10/24/2023,Public Health,PC-293106,42.69
186870,AMAZON,10/24/2023,Public Health,PC-293106,41.49
186870,AMAZON,9/14/2023,Public Health,PC-295747,116.9
186870,AMAZON,9/18/2023,Public Health,PC-295747,46.5
186870,AMAZON,9/21/2023,Public Health,PC-295747,56.99
186870,AMAZON,10/11/2023,Public Health,PC-293106,128.66
186870,AMAZON,10/26/2023,Public Health,PC-293106,13.97
186870,AMAZON,11/1/2023,Public Health,PC-293106,20.99
186870,AMAZON,10/24/2023,Public Health,PC-293106,30.68
186870,AMAZON,9/7/2023,Public Health,PC-295747,58.45
186870,AMAZON,10/27/2023,Public Health,PC-293106,36.99
186870,AMAZON,10/29/2023,Public Health,PC-293106,29.64
273733,AMAZON,3/14/2023,Public Health,PC-176657,16.82
237707,AMAZON,1/19/2023,Public Health,PC-278452,131.92
237707,AMAZON,1/4/2023,Public Health,PC-278452,225.3
237707,AMAZON,1/5/2023,Public Health,PC-278452,25.99
237707,AMAZON,1/7/2023,Public Health,PC-278452,38.97
273733,AMAZON,3/16/2023,Public Health,PC-221903,15.84
271506,AMAZON,1/15/2023,Public Health,PC-143182,424.44
200223,AMAZON,12/24/2023,Public Health,PC-224994,17.98
237707,AMAZON,1/7/2023,Public Health,PC-278452,112.6
237707,AMAZON,1/5/2023,Public Health,PC-278452,129.78
273733,AMAZON,3/14/2023,Public Health,PC-221903,24.73
273733,AMAZON,5/10/2023,Public Health,PC-134654,101.48
273733,AMAZON,5/10/2023,Public Health,PC-252237,19.19
112744,AMAZON,3/22/2023,Public Health,PC-138948,459.96
200223,AMAZON,12/23/2023,Public Health,PC-224994,26.64
200223,AMAZON,1/28/2023,Public Health,PC-281112,49.98
200223,AMAZON,7/9/2023,Public Health,PC-244556,34.64
273733,AMAZON,11/22/2023,Public Health,PC-159466,21.8
200223,AMAZON,12/23/2023,Public Health,PC-224994,30.99
200223,AMAZON,12/23/2023,Public Health,PC-224994,275.93
200223,AMAZON,7/11/2023,Public Health,PC-244556,118.74
200223,AMAZON,7/6/2023,Public Health,PC-244556,119.97
237707,AMAZON,4/1/2023,Public Health,PC-284207,44.52
273733,AMAZON,12/13/2023,Public Health,PC-270916,-10.72
273733,AMAZON,12/13/2023,Public Health,PC-213956,61.92
200223,AMAZON,2/6/2023,Public Health,PC-200662,5.89
186870,AMAZON,12/3/2023,Public Health,PC-181410,23.75
237707,AMAZON,8/16/2023,Public Health,PC-162858,52.02
237707,AMAZON,8/17/2023,Public Health,PC-162858,65.92
186870,AMAZON,12/3/2023,Public Health,PC-181410,24.35
237707,AMAZON,8/22/2023,Public Health,PC-216251,4.89
200223,AMAZON,4/11/2023,Public Health,PC-297479,61.75
237707,AMAZON,10/28/2023,Public Health,PC-123871,23.75
200223,AMAZON,2/28/2023,Public Health,PC-206489,7.91
112744,AMAZON,3/31/2023,Public Health,PC-290669,28.99
112744,AMAZON,3/31/2023,Public Health,PC-290669,1181.97
237707,AMAZON,11/6/2023,Public Health,PC-273843,115.66
237707,AMAZON,2/15/2023,Public Health,PC-219997,6.92
200223,AMAZON,11/13/2023,Public Health,PC-274861,19.99
273733,AMAZON,11/13/2023,Public Health,PC-191299,62.91
237707,AMAZON,2/13/2023,Public Health,PC-219997,253.64
273733,AMAZON,10/31/2023,Public Health,PC-234618,29.29
237707,AMAZON,2/10/2023,Public Health,PC-219997,163.27
200223,AMAZON,4/20/2023,Public Health,PC-102870,128.55
237707,AMAZON,11/2/2023,Public Health,PC-273843,21.78
134437,AMAZON,3/22/2023,Public Health,PC-207804,50.34
237707,AMAZON,12/4/2023,Public Health,PC-273843,8.9
200223,AMAZON,1/9/2023,Public Health,PC-185270,138.88
237707,AMAZON,1/25/2023,Public Health,PC-219997,9.95
237707,AMAZON,10/29/2023,Public Health,PC-123871,9.88
241424,SQUARE,3/3/2023,Public Health,PC-161968,1722
200223,AMAZON,3/15/2023,Public Health,PC-148780,274.22
241424,SQUARE,3/16/2023,Public Health,PC-131235,220
261497,AMAZON,12/13/2023,Public Health,PC-153965,324.99
261497,AMAZON,12/10/2023,Public Health,PC-153965,33.99
261497,AMAZON,8/1/2023,Public Health,PC-157241,92.09
261497,AMAZON,8/1/2023,Public Health,PC-216409,47.24
261497,AMAZON,8/1/2023,Public Health,PC-152395,22.96
261497,AMAZON,9/8/2023,Public Health,PC-206729,69.99
261497,AMAZON,9/8/2023,Public Health,PC-206729,26.97
261497,AMAZON,8/30/2023,Public Health,PC-156433,41.99
261497,AMAZON,12/24/2023,Public Health,PC-134389,104.95
261497,AMAZON,8/20/2023,Public Health,PC-221612,85.36
261497,AMAZON,8/19/2023,Public Health,PC-221612,139.99
261497,AMAZON,11/6/2023,Public Health,PC-262152,24.74
261497,AMAZON,11/5/2023,Public Health,PC-262152,48.19
241424,SQUARE,4/21/2023,Public Health,PC-268428,100
241424,AMAZON,4/25/2023,Public Health,PC-175334,496.3
241424,AMAZON,4/22/2023,Public Health,PC-207313,3.82
241424,AMAZON,4/23/2023,Public Health,PC-258650,6.5
241424,PAYPAL,4/28/2023,Public Health,PC-231237,50
241424,AMAZON,4/22/2023,Public Health,PC-218119,99.88
261497,AMAZON,10/12/2023,Public Health,PC-196915,73.57
237707,AMAZON,1/24/2023,Public Health,PC-278452,18.8
241424,PAYPAL,5/23/2023,Public Health,PC-206005,50
135373,AMAZON,8/2/2023,Public Health,PC-205563,12.77
260074,AMAZON,3/21/2023,Public Health,PC-200395,14.98
260074,AMAZON,3/20/2023,Public Health,PC-145529,13.15
135373,AMAZON,12/20/2023,Public Health,PC-204133,16.52
135373,AMAZON,10/6/2023,Public Health,PC-172493,6.96
135373,AMAZON,7/25/2023,Public Health,PC-239654,8.32
260074,AMAZON,7/9/2023,Public Health,PC-138486,17.14
135373,AMAZON,8/1/2023,Public Health,PC-205563,17.58
135373,AMAZON,10/6/2023,Public Health,PC-172493,29.6
260074,AMAZON,3/29/2023,Public Health,PC-128445,6.92
112744,AMAZON,5/6/2023,Public Health,PC-146036,19.78
260074,AMAZON,5/11/2023,Public Health,PC-122054,220.49
260074,AMAZON,3/21/2023,Public Health,PC-219793,29.99
135373,AMAZON,7/8/2023,Public Health,PC-252171,67.76
135373,AMAZON,7/8/2023,Public Health,PC-252171,47.33
281835,AMAZON,5/6/2023,Public Health,PC-249844,19.98
135373,AMAZON,7/8/2023,Public Health,PC-252171,27.36
135373,AMAZON,5/8/2023,Public Health,PC-170605,25.98
135373,PAYPAL,9/18/2023,Public Health,PC-155798,25
135373,PAYPAL,5/2/2023,Public Health,PC-170605,35.7
260074,AMAZON,2/20/2023,Public Health,PC-290874,19.76
260074,AMAZON,2/20/2023,Public Health,PC-211471,44.54
260074,AMAZON,2/14/2023,Public Health,PC-189958,27.08
135373,PAYPAL,9/18/2023,Public Health,PC-155798,25.5
260074,AMAZON,7/10/2023,Public Health,PC-180946,15.8
260074,AMAZON,4/4/2023,Public Health,PC-200336,9.89
260074,AMAZON,4/19/2023,Public Health,PC-248974,36.56
135373,AMAZON,8/21/2023,Public Health,PC-155812,21.94
260074,AMAZON,5/15/2023,Public Health,PC-255162,15.53
135373,AMAZON,11/7/2023,Public Health,PC-224158,50.56
135373,AMAZON,11/8/2023,Public Health,PC-224158,9.76
135373,AMAZON,11/7/2023,Public Health,PC-224158,94.14
135373,PAYPAL,10/16/2023,Public Health,PC-265205,25.5
260074,AMAZON,5/15/2023,Public Health,PC-214329,10.88
260074,AMAZON,5/8/2023,Public Health,PC-216196,17.81
260074,AMAZON,5/3/2023,Public Health,PC-217725,33.97
135373,AMAZON,11/7/2023,Public Health,PC-224158,49.8
135373,AMAZON,11/11/2023,Public Health,PC-224158,20.95
260074,AMAZON,7/25/2023,Public Health,PC-142880,11.87
260074,AMAZON,7/25/2023,Public Health,PC-188133,35.63
135373,AMAZON,1/13/2023,Public Health,PC-223971,259.9
135373,AMAZON,12/15/2023,Public Health,PC-123739,80.79
261497,AMAZON,10/7/2023,Public Health,PC-203732,234.49
177119,AMAZON,6/15/2023,Public Health,PC-225042,221.64
112744,AMAZON,6/2/2023,Public Health,PC-263707,50.13
112744,AMAZON,5/22/2023,Public Health,PC-263707,142.52
112744,AMAZON,6/8/2023,Public Health,PC-263707,19.65
112744,AMAZON,6/4/2023,Public Health,PC-263707,12.04
112744,AMAZON,5/31/2023,Public Health,PC-263707,105.69
112744,AMAZON,6/3/2023,Public Health,PC-263707,32.21
177119,AMAZON,7/21/2023,Public Health,PC-295195,6.84
177119,AMAZON,11/18/2023,Public Health,PC-273180,94.95
261497,AMAZON,10/10/2023,Public Health,PC-203732,63.69
200223,AMAZON,3/8/2023,Public Health,PC-166245,339.6
134437,AMAZON,2/28/2023,Public Health,PC-277250,89.08
167968,AMAZON,2/28/2023,Public Health,PC-238130,5.84
167968,AMAZON,2/28/2023,Public Health,PC-189141,100.73
276951,AMAZON,3/8/2023,Public Health,PC-272902,18.99
276951,AMAZON,3/8/2023,Public Health,PC-289945,56.38
276951,AMAZON,3/11/2023,Public Health,PC-124643,9.5
276951,AMAZON,3/12/2023,Public Health,PC-119996,19.96
276951,AMAZON,3/12/2023,Public Health,PC-297915,94
276951,AMAZON,3/13/2023,Public Health,PC-111790,129.74
276951,AMAZON,3/19/2023,Public Health,PC-177355,59.38
276951,AMAZON,3/27/2023,Public Health,PC-131069,38.58
276951,AMAZON,3/27/2023,Public Health,PC-284343,8.45
177119,AMAZON,3/15/2023,Public Health,PC-117200,5.38
276951,AMAZON,3/28/2023,Public Health,PC-236284,9.87
167968,AMAZON,1/31/2023,Public Health,PC-180430,39.47
167968,AMAZON,1/30/2023,Public Health,PC-202135,82.45
134437,AMAZON,11/9/2023,Public Health,PC-280041,16.1
112744,AMAZON,7/2/2023,Public Health,PC-286062,52.39
177119,AMAZON,10/15/2023,Public Health,PC-231084,34.77
177119,AMAZON,10/15/2023,Public Health,PC-160347,89.69
177119,AMAZON,10/15/2023,Public Health,PC-134397,19.78
167968,AMAZON,3/8/2023,Public Health,PC-268392,14.84
134437,AMAZON,7/10/2023,Public Health,PC-244261,226.57
112744,AMAZON,9/6/2023,Public Health,PC-108590,15.88
177119,AMAZON,12/3/2023,Public Health,PC-231587,84.55
177119,AMAZON,12/6/2023,Public Health,PC-177963,11.48
112744,AMAZON,8/30/2023,Public Health,PC-108590,23.75
112744,AMAZON,8/29/2023,Public Health,PC-108590,29.88
177119,AMAZON,3/12/2023,Public Health,PC-167907,16.81
134437,AMAZON,3/12/2023,Public Health,PC-157312,-44.54
167968,AMAZON,2/14/2023,Public Health,PC-197310,72.45
167968,AMAZON,3/24/2023,Public Health,PC-265886,46.95
112744,AMAZON,8/17/2023,Public Health,PC-151536,-182
167968,AMAZON,3/7/2023,Public Health,PC-210974,57.89
112744,AMAZON,11/14/2023,Public Health,PC-181511,27.45
167968,AMAZON,3/22/2023,Public Health,PC-179486,21.87
112744,AMAZON,2/20/2023,Public Health,PC-194881,48.5
112744,AMAZON,4/3/2023,Public Health,PC-290669,37.91
112744,AMAZON,4/27/2023,Public Health,PC-132064,22.72
177119,AMAZON,8/17/2023,Public Health,PC-165805,13.26
167968,AMAZON,3/24/2023,Public Health,PC-282603,17.64
112744,AMAZON,4/24/2023,Public Health,PC-132064,6.19
112744,AMAZON,4/27/2023,Public Health,PC-132064,27.49
177119,AMAZON,6/13/2023,Public Health,PC-211927,60.63
112744,AMAZON,5/6/2023,Public Health,PC-146036,71.28
167968,AMAZON,11/30/2023,Public Health,PC-224070,73
177119,AMAZON,7/8/2023,Public Health,PC-149574,87
167968,AMAZON,12/1/2023,Public Health,PC-224070,55
112744,AMAZON,4/28/2023,Public Health,PC-132064,182
167968,AMAZON,3/25/2023,Public Health,PC-131913,62.21
112744,AMAZON,5/1/2023,Public Health,PC-204648,35.64
112744,AMAZON,5/1/2023,Public Health,PC-204648,270.2
134437,AMAZON,12/22/2023,Public Health,PC-268904,159.6
167968,AMAZON,2/5/2023,Public Health,PC-141639,6.52
167968,AMAZON,3/12/2023,Public Health,PC-165234,32.66
134437,AMAZON,3/10/2023,Public Health,PC-207804,489.55
134437,AMAZON,3/10/2023,Public Health,PC-207804,130
167968,AMAZON,1/4/2023,Public Health,PC-253686,18.75
112744,AMAZON,6/19/2023,Public Health,PC-177552,93.06
167968,AMAZON,7/31/2023,Public Health,PC-272843,11.78
112744,AMAZON,6/17/2023,Public Health,PC-177552,34.41
177119,AMAZON,5/18/2023,Public Health,PC-174314,31.96
112744,AMAZON,7/21/2023,Public Health,PC-260323,29.5
112744,AMAZON,7/21/2023,Public Health,PC-260323,113.97
177119,AMAZON,8/23/2023,Public Health,PC-284092,9.89
177119,AMAZON,4/5/2023,Public Health,PC-110958,9.86
167968,AMAZON,1/22/2023,Public Health,PC-115465,45.45
167968,AMAZON,1/18/2023,Public Health,PC-191496,18.18
177119,AMAZON,9/22/2023,Public Health,PC-192416,73.88
167968,AMAZON,1/21/2023,Public Health,PC-166289,33.94
167968,AMAZON,1/6/2023,Public Health,PC-299781,10.29
112744,AMAZON,11/14/2023,Public Health,PC-181511,65.97
134437,AMAZON,12/23/2023,Public Health,PC-271192,79.8
134437,AMAZON,12/23/2023,Public Health,PC-271192,59.85
167968,AMAZON,1/20/2023,Public Health,PC-139742,12.99
167968,AMAZON,2/12/2023,Public Health,PC-116048,8.99
167968,AMAZON,3/7/2023,Public Health,PC-291030,32.99
177119,AMAZON,3/19/2023,Public Health,PC-207461,44.49
167968,AMAZON,1/18/2023,Public Health,PC-130912,8.99
276951,AMAZON,1/22/2023,Public Health,PC-271110,12.81
167968,AMAZON,6/15/2023,Public Health,PC-169369,39.49
167968,AMAZON,5/17/2023,Public Health,PC-277401,188.08
167968,AMAZON,1/18/2023,Public Health,PC-146275,8.48
167968,AMAZON,5/11/2023,Public Health,PC-271139,88.99
134437,AMAZON,6/17/2023,Public Health,PC-268301,19.98
276951,AMAZON,2/18/2023,Public Health,PC-210712,73.25
276951,AMAZON,2/22/2023,Public Health,PC-288901,26.59
112744,AMAZON,4/16/2023,Public Health,PC-237112,47.46
112744,AMAZON,9/30/2023,Public Health,PC-264707,23.99
112744,AMAZON,9/14/2023,Public Health,PC-264707,23.99
177119,AMAZON,4/25/2023,Public Health,PC-180931,28.56
177119,AMAZON,12/22/2023,Public Health,PC-143235,339
134437,AMAZON,4/19/2023,Public Health,PC-165108,-96.48
134437,AMAZON,7/27/2023,Public Health,PC-135552,-226.57
177119,AMAZON,4/16/2023,Public Health,PC-128944,74.95
134437,AMAZON,7/3/2023,Public Health,PC-278248,59.4
276951,AMAZON,1/5/2023,Public Health,PC-128067,13.62
276951,AMAZON,2/8/2023,Public Health,PC-150112,11.87
276951,AMAZON,2/8/2023,Public Health,PC-254986,31.26
177119,AMAZON,4/16/2023,Public Health,PC-287831,32.43
112744,AMAZON,10/3/2023,Public Health,PC-222273,-23.75
112744,AMAZON,10/5/2023,Public Health,PC-222273,-24.99
167968,AMAZON,7/18/2023,Public Health,PC-268170,10.75
167968,AMAZON,4/24/2023,Public Health,PC-225246,40.47
177119,AMAZON,7/19/2023,Public Health,PC-202854,3.13
167968,AMAZON,7/18/2023,Public Health,PC-205750,52.46
271506,AMAZON,2/16/2023,Public Health,PC-212304,17.78
112744,AMAZON,10/13/2023,Public Health,PC-222273,108.59
167968,AMAZON,4/24/2023,Public Health,PC-121939,19.29
112744,AMAZON,10/15/2023,Public Health,PC-222273,14.64
177119,AMAZON,3/21/2023,Public Health,PC-175068,60.12
167968,AMAZON,4/26/2023,Public Health,PC-145012,248.92
167968,AMAZON,8/30/2023,Public Health,PC-130631,18.8
167968,AMAZON,7/19/2023,Public Health,PC-216774,140
276951,PAYPAL,1/6/2023,Public Health,PC-181384,1325
271506,AMAZON,2/21/2023,Public Health,PC-288657,52.95
271506,AMAZON,2/20/2023,Public Health,PC-288657,361.87
167968,AMAZON,5/4/2023,Public Health,PC-168190,164.98
276951,AMAZON,1/7/2023,Public Health,PC-258306,60.15
276951,AMAZON,1/23/2023,Public Health,PC-206337,28.12
276951,AMAZON,1/17/2023,Public Health,PC-270009,126.86
177119,AMAZON,3/17/2023,Public Health,PC-221012,119.24
276951,AMAZON,1/20/2023,Public Health,PC-282802,50.98
177119,AMAZON,8/2/2023,Public Health,PC-106705,11.99
276951,AMAZON,1/27/2023,Public Health,PC-249811,41.67
167968,AMAZON,7/7/2023,Public Health,PC-218921,29.98
167968,AMAZON,4/26/2023,Public Health,PC-237502,20
177119,AMAZON,8/30/2023,Public Health,PC-164780,19.49
177119,AMAZON,3/16/2023,Public Health,PC-275775,34.59
112744,AMAZON,7/15/2023,Public Health,PC-289796,27.7
112744,AMAZON,7/12/2023,Public Health,PC-289796,25.98
271506,AMAZON,2/8/2023,Public Health,PC-285780,28.58
112744,AMAZON,10/10/2023,Public Health,PC-222273,813.38
271506,AMAZON,7/17/2023,Public Health,PC-184878,21.77
271506,AMAZON,5/4/2023,Public Health,PC-173239,13.81
271506,AMAZON,5/15/2023,Public Health,PC-263699,10.88
271506,AMAZON,5/16/2023,Public Health,PC-263699,70.91
271506,AMAZON,9/2/2023,Public Health,PC-135403,22.04
112744,AMAZON,10/10/2023,Public Health,PC-222273,105.9
271506,AMAZON,2/7/2023,Public Health,PC-192477,10.99
271506,AMAZON,10/11/2023,Public Health,PC-256624,7.19
164154,AMAZON,3/3/2023,Public Health,PC-284223,320
271506,AMAZON,10/7/2023,Public Health,PC-256624,61.78
271506,AMAZON,10/10/2023,Public Health,PC-256624,40.34
271506,AMAZON,10/12/2023,Public Health,PC-256624,40.49
271506,AMAZON,10/4/2023,Public Health,PC-256624,40.52
271506,AMAZON,10/10/2023,Public Health,PC-256624,45.52
200223,AMAZON,10/9/2023,Public Health,PC-113022,89.09
271506,AMAZON,10/1/2023,Public Health,PC-256624,247.29
271506,AMAZON,12/13/2023,Public Health,PC-248390,102.49
271506,AMAZON,12/7/2023,Public Health,PC-248390,359.72
271506,AMAZON,12/7/2023,Public Health,PC-248390,54.84
271506,AMAZON,3/10/2023,Public Health,PC-259898,43.99
271506,AMAZON,3/13/2023,Public Health,PC-259898,22.98
200223,AMAZON,9/18/2023,Public Health,PC-119899,65.33
237707,AMAZON,8/10/2023,Public Health,PC-236668,357.74
271506,AMAZON,7/2/2023,Public Health,PC-153790,8.79
271506,AMAZON,4/28/2023,Public Health,PC-199399,19.89
271506,AMAZON,10/6/2023,Public Health,PC-256624,11.69
271506,AMAZON,4/29/2023,Public Health,PC-155942,15.78
271506,AMAZON,10/4/2023,Public Health,PC-256624,21.28
271506,AMAZON,3/6/2023,Public Health,PC-221026,34.69
271506,AMAZON,3/31/2023,Public Health,PC-197021,65.16
271506,AMAZON,5/31/2023,Public Health,PC-215762,144.94
273733,AMAZON,5/17/2023,Public Health,PC-257292,75.22
112744,AMAZON,9/2/2023,Public Health,PC-108590,1708.98
271506,AMAZON,2/28/2023,Public Health,PC-187778,65.56
271506,ETSY,8/14/2023,Public Health,PC-283971,59.83
271506,AMAZON,9/22/2023,Public Health,PC-271275,27.71
271506,AMAZON,8/23/2023,Public Health,PC-188419,12.76
271506,AMAZON,9/25/2023,Public Health,PC-271275,121.2
271506,AMAZON,3/17/2023,Public Health,PC-236446,110.67
271506,AMAZON,2/27/2023,Public Health,PC-193735,75.15
271506,AMAZON,9/18/2023,Public Health,PC-271275,12.99
271506,AMAZON,2/28/2023,Public Health,PC-187778,20.77
271506,AMAZON,8/22/2023,Public Health,PC-188419,11.66
271506,AMAZON,9/16/2023,Public Health,PC-271275,29.98
271506,AMAZON,9/20/2023,Public Health,PC-271275,49.94
271506,AMAZON,9/19/2023,Public Health,PC-271275,637.82
271506,AMAZON,9/19/2023,Public Health,PC-271275,64.98
241424,AMAZON,10/23/2023,Public Health,PC-291268,47.5
271506,AMAZON,9/19/2023,Public Health,PC-271275,37.56
271506,AMAZON,9/3/2023,Public Health,PC-135403,261.58
271506,AMAZON,4/4/2023,Public Health,PC-148740,97
241424,AMAZON,10/15/2023,Public Health,PC-193596,45.95
241424,AMAZON,10/16/2023,Public Health,PC-254567,35.99
271506,AMAZON,9/22/2023,Public Health,PC-271275,29.98
241424,AMAZON,10/17/2023,Public Health,PC-157617,49.89
271506,AMAZON,9/16/2023,Public Health,PC-271275,8.76
271506,AMAZON,9/20/2023,Public Health,PC-271275,17.99
271506,AMAZON,9/18/2023,Public Health,PC-271275,13.86
271506,AMAZON,6/13/2023,Public Health,PC-261373,26.97
271506,AMAZON,9/25/2023,Public Health,PC-271275,8.9
271506,AMAZON,9/18/2023,Public Health,PC-271275,7.06
271506,AMAZON,9/21/2023,Public Health,PC-271275,7.99
112744,AMAZON,2/17/2023,Public Health,PC-266070,12.75
164154,AMAZON,1/31/2023,Public Health,PC-243447,13.49
164154,AMAZON,4/3/2023,Public Health,PC-171584,66.33
112744,AMAZON,7/16/2023,Public Health,PC-289796,42
164154,AMAZON,3/18/2023,Public Health,PC-217874,277.91
164154,AMAZON,3/8/2023,Public Health,PC-103029,16.82
164154,AMAZON,2/7/2023,Public Health,PC-281383,499
112744,AMAZON,2/20/2023,Public Health,PC-194881,94.04
164154,AMAZON,1/8/2023,Public Health,PC-219825,155.45
164154,AMAZON,3/15/2023,Public Health,PC-243151,-285.84
164154,AMAZON,4/25/2023,Public Health,PC-155519,20.89
164154,AMAZON,3/9/2023,Public Health,PC-175888,285.84
200223,AMAZON,5/31/2023,Public Health,PC-146883,25.82
271506,AMAZON,3/13/2023,Public Health,PC-178268,125.98
271506,AMAZON,1/30/2023,Public Health,PC-189488,69.26
271506,AMAZON,1/31/2023,Public Health,PC-199926,123.76
271506,AMAZON,6/9/2023,Public Health,PC-188221,14.99
271506,AMAZON,1/31/2023,Public Health,PC-199926,123.94
271506,AMAZON,10/22/2023,Public Health,PC-284400,23.65
271506,AMAZON,10/18/2023,Public Health,PC-284400,35.62
271506,AMAZON,3/15/2023,Public Health,PC-144332,5.93
271506,AMAZON,3/19/2023,Public Health,PC-244759,36.3
282628,AMAZON,8/22/2023,Public Health,PC-165639,53.44
282628,AMAZON,8/21/2023,Public Health,PC-165639,28.99
282628,AMAZON,8/21/2023,Public Health,PC-165639,18.99
271506,AMAZON,3/14/2023,Public Health,PC-144332,37.03
266734,AMAZON,9/20/2023,Public Health,PC-153741,29.64
191268,AMAZON,10/17/2023,Public Health,PC-207783,32.66
191268,AMAZON,4/21/2023,Public Health,PC-152409,87.98
191268,AMAZON,4/14/2023,Public Health,PC-128046,42.99
191268,AMAZON,4/26/2023,Public Health,PC-278673,1018.8
172196,AMAZON,9/22/2023,Public Health,PC-278247,141.79
172196,AMAZON,8/19/2023,Public Health,PC-278247,129.96
172196,AMAZON,8/25/2023,Public Health,PC-278247,129.8
191268,AMAZON,8/8/2023,Public Health,PC-195992,23.75
172196,AMAZON,8/8/2023,Public Health,PC-278247,115.67
191268,AMAZON,8/5/2023,Public Health,PC-267503,67.82
191268,AMAZON,8/6/2023,Public Health,PC-274035,217.55
172196,AMAZON,1/12/2023,Public Health,PC-172022,73.98
172196,AMAZON,8/7/2023,Public Health,PC-278247,48.53
172196,AMAZON,9/18/2023,Public Health,PC-278247,90.96
191268,AMAZON,9/16/2023,Public Health,PC-164706,28.11
172196,AMAZON,9/10/2023,Public Health,PC-278247,165.17
172196,AMAZON,8/18/2023,Public Health,PC-278247,156.6
172196,AMAZON,9/21/2023,Public Health,PC-278247,157.46
172196,AMAZON,8/25/2023,Public Health,PC-278247,39.49
172196,AMAZON,8/7/2023,Public Health,PC-278247,31
172196,AMAZON,10/28/2023,Public Health,PC-226529,216.95
172196,AMAZON,8/18/2023,Public Health,PC-278247,273.98
172196,AMAZON,12/7/2023,Public Health,PC-227578,-99.95
172196,AMAZON,6/13/2023,Public Health,PC-217446,403.73
172196,AMAZON,5/17/2023,Public Health,PC-217446,43.99
172196,AMAZON,6/12/2023,Public Health,PC-217446,421.93
172196,AMAZON,5/21/2023,Public Health,PC-217446,289
172196,AMAZON,5/28/2023,Public Health,PC-217446,57.41
172196,AMAZON,6/11/2023,Public Health,PC-217446,27.98
172196,AMAZON,5/7/2023,Public Health,PC-217446,255.78
172196,AMAZON,5/21/2023,Public Health,PC-217446,192.89
229207,AMAZON,5/26/2023,Public Health,PC-299569,42.23
191268,AMAZON,4/11/2023,Public Health,PC-122521,23.36
191268,AMAZON,4/11/2023,Public Health,PC-118804,162.12
191268,AMAZON,4/10/2023,Public Health,PC-141665,28.1
191268,AMAZON,4/10/2023,Public Health,PC-182548,177.61
172196,AMAZON,11/29/2023,Public Health,PC-227578,53.99
172196,AMAZON,7/21/2023,Public Health,PC-156978,89.95
172196,AMAZON,7/18/2023,Public Health,PC-156978,73.24
172196,AMAZON,7/10/2023,Public Health,PC-156978,71.25
172196,AMAZON,7/23/2023,Public Health,PC-156978,63.34
172196,AMAZON,11/21/2023,Public Health,PC-227578,43.51
